name,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Richardton,Valid,H5,90000,Fell,01/01/1918 12:00:00 AM,46.88333,-102.31667,"(46.883330, -102.316670)"
Richland Springs,Valid,OC,1900,Fell,01/01/1980 12:00:00 AM,31.25,-99.03333,"(31.250000, -99.033330)"
Richmond,Valid,LL5,1800,Fell,01/01/1828 12:00:00 AM,37.46667,-77.5,"(37.466670, -77.500000)"
Rio Negro,Valid,L4,1310,Fell,01/01/1934 12:00:00 AM,-26.1,-49.8,"(-26.100000, -49.800000)"
Rivolta de Bassi,Valid,Stone-uncl,103.3,Fell,12/23/1490 12:00:00 AM,45.48333,9.51667,"(45.483330, 9.516670)"
Rochester,Valid,H6,340,Fell,01/01/1876 12:00:00 AM,41.08333,-86.28333,"(41.083330, -86.283330)"
Rockhampton,Valid,Stone-uncl,1641,Fell,01/01/1895 12:00:00 AM,-23.38333,150.51667,"(-23.383330, 150.516670)"
Roda,Valid,Diogenite,400,Fell,01/01/1871 12:00:00 AM,42.3,0.55,"(42.300000, 0.550000)"
Rodach,Valid,Stone-uncl,2900,Fell,01/01/1775 12:00:00 AM,50.35,10.8,"(50.350000, 10.800000)"
Rose City,Valid,H5,10600,Fell,01/01/1921 12:00:00 AM,44.51667,-83.95,"(44.516670, -83.950000)"
Rowton,Valid,"Iron, IIIAB",3500,Fell,01/01/1876 12:00:00 AM,52.76667,-2.51667,"(52.766670, -2.516670)"
Ruhobobo,Valid,L6,465.5,Fell,01/01/1976 12:00:00 AM,-1.45,29.83333,"(-1.450000, 29.833330)"
Rumuruti,Valid,R3.8-6,67,Fell,01/01/1934 12:00:00 AM,0.26667,36.53333,"(0.266670, 36.533330)"
Rupota,Valid,L4-6,6000,Fell,01/01/1949 12:00:00 AM,-10.26667,38.76667,"(-10.266670, 38.766670)"
Ryechki,Valid,L5,13000,Fell,01/01/1914 12:00:00 AM,51.13333,34.5,"(51.133330, 34.500000)"
Sabetmahet,Valid,H5,1250,Fell,01/01/1855 12:00:00 AM,27.43333,82.08333,"(27.433330, 82.083330)"
Sabrum,Valid,LL6,478,Fell,01/01/1999 12:00:00 AM,23.08333,91.66667,"(23.083330, 91.666670)"
Sagan,Valid,Stone-uncl,,Fell,01/01/1636 12:00:00 AM,51.53333,14.88333,"(51.533330, 14.883330)"
Saint-Sauveur,Valid,EH5,14000,Fell,01/01/1914 12:00:00 AM,43.73333,1.38333,"(43.733330, 1.383330)"
Saint-Séverin,Valid,LL6,271000,Fell,01/01/1966 12:00:00 AM,45.3,0.23333,"(45.300000, 0.233330)"
Sakauchi,Valid,Iron,4180,Fell,01/01/1913 12:00:00 AM,35.66667,136.3,"(35.666670, 136.300000)"
Salem,Valid,L6,61.4,Fell,01/01/1981 12:00:00 AM,44.97917,-122.96944,"(44.979170, -122.969440)"
Salles,Valid,L5,9000,Fell,01/01/1798 12:00:00 AM,46.05,4.63333,"(46.050000, 4.633330)"
Salzwedel,Valid,LL5,43,Fell,01/01/1985 12:00:00 AM,52.75,11.05,"(52.750000, 11.050000)"
Samelia,Valid,"Iron, IIIAB",2462,Fell,01/01/1921 12:00:00 AM,25.66667,74.86667,"(25.666670, 74.866670)"
San Juan Capistrano,Valid,H6,56,Fell,01/01/1973 12:00:00 AM,33.48472,-117.6625,"(33.484720, -117.662500)"
San Michele,Valid,L6,237,Fell,01/01/2002 12:00:00 AM,43.66667,13,"(43.666670, 13.000000)"
San Pedro de Quiles,Valid,L6,282,Fell,01/01/1956 12:00:00 AM,-31.01667,-71.4,"(-31.016670, -71.400000)"
San Pedro Jacuaro,Valid,LL6,460,Fell,01/01/1968 12:00:00 AM,19.76667,-100.65,"(19.766670, -100.650000)"
Santa Barbara,Valid,L4,400,Fell,01/01/1873 12:00:00 AM,-29.2,-51.86667,"(-29.200000, -51.866670)"
Santa Cruz,Valid,CM2,60,Fell,01/01/1939 12:00:00 AM,24.16667,-99.33333,"(24.166670, -99.333330)"
Santa Isabel,Valid,L6,5500,Fell,01/01/1924 12:00:00 AM,-33.9,-61.7,"(-33.900000, -61.700000)"
Santa Lucia (2008),Valid,L6,4000,Fell,01/01/2008 12:00:00 AM,-31.535556,-68.489444,"(-31.535556, -68.489444)"
São Jose do Rio Preto,Valid,H4,927,Fell,01/01/1962 12:00:00 AM,-20.81,-49.38056,"(-20.810000, -49.380560)"
Saratov,Valid,L4,200000,Fell,01/01/1918 12:00:00 AM,52.55,46.55,"(52.550000, 46.550000)"
Sasagase,Valid,H,695,Fell,01/01/1688 12:00:00 AM,34.71667,137.78333,"(34.716670, 137.783330)"
Sauguis,Valid,L6,4000,Fell,01/01/1868 12:00:00 AM,43.15,-0.85,"(43.150000, -0.850000)"
Savtschenskoje,Valid,LL4,2500,Fell,01/01/1894 12:00:00 AM,47.21667,29.86667,"(47.216670, 29.866670)"
Sayama,Valid,CM2,430,Fell,01/01/1986 12:00:00 AM,35.86667,139.4,"(35.866670, 139.400000)"
Sazovice,Valid,L5,412,Fell,01/01/1934 12:00:00 AM,49.23333,17.56667,"(49.233330, 17.566670)"
Schellin,Valid,L,7000,Fell,01/01/1715 12:00:00 AM,53.35,15.05,"(53.350000, 15.050000)"
Schenectady,Valid,H5,283.3,Fell,01/01/1968 12:00:00 AM,42.86083,-73.95028,"(42.860830, -73.950280)"
Schönenberg,Valid,L6,8000,Fell,01/01/1846 12:00:00 AM,48.11667,10.46667,"(48.116670, 10.466670)"
Searsmont,Valid,H5,5400,Fell,01/01/1871 12:00:00 AM,44.36667,-69.2,"(44.366670, -69.200000)"
Sediköy,Valid,L6,240,Fell,01/01/1917 12:00:00 AM,38.3,27.13333,"(38.300000, 27.133330)"
Segowlie,Valid,LL6,6930,Fell,01/01/1853 12:00:00 AM,26.75,84.78333,"(26.750000, 84.783330)"
Selakopi,Valid,H5,1590,Fell,01/01/1939 12:00:00 AM,-7.23333,107.33333,"(-7.233330, 107.333330)"
Seldebourak,Valid,H5,150,Fell,01/01/1947 12:00:00 AM,22.83333,4.98333,"(22.833330, 4.983330)"
Semarkona,Valid,LL3.00,691,Fell,01/01/1940 12:00:00 AM,22.25,79,"(22.250000, 79.000000)"
Sena,Valid,H4,4000,Fell,01/01/1773 12:00:00 AM,41.71667,-0.05,"(41.716670, -0.050000)"
Senboku,Valid,H6,866,Fell,01/01/1993 12:00:00 AM,39.43833,140.51167,"(39.438330, 140.511670)"
Seoni,Valid,H6,20000,Fell,01/01/1966 12:00:00 AM,21.68389,79.50083,"(21.683890, 79.500830)"
Seres,Valid,H4,8500,Fell,01/01/1818 12:00:00 AM,41.05,23.56667,"(41.050000, 23.566670)"
Serra de Magé,Valid,Eucrite-cm,1800,Fell,01/01/1923 12:00:00 AM,-8.38333,-36.76667,"(-8.383330, -36.766670)"
Sete Lagoas,Valid,H4,350,Fell,01/01/1908 12:00:00 AM,-19.46667,-44.21667,"(-19.466670, -44.216670)"
Sevilla,Valid,LL4,180,Fell,01/01/1862 12:00:00 AM,37.41667,-6,"(37.416670, -6.000000)"
Sevrukovo,Valid,L5,101000,Fell,01/01/1874 12:00:00 AM,50.61667,36.6,"(50.616670, 36.600000)"
Sfax,Valid,L6,7000,Fell,01/01/1989 12:00:00 AM,34.75,10.71667,"(34.750000, 10.716670)"
Shalka,Valid,Diogenite,4000,Fell,01/01/1850 12:00:00 AM,23.1,87.3,"(23.100000, 87.300000)"
Sharps,Valid,H3.4,1265,Fell,01/01/1921 12:00:00 AM,37.83333,-76.7,"(37.833330, -76.700000)"
Shelburne,Valid,L5,18600,Fell,01/01/1904 12:00:00 AM,44.05,-80.16667,"(44.050000, -80.166670)"
Shergotty,Valid,Martian (shergottite),5000,Fell,01/01/1865 12:00:00 AM,24.55,84.83333,"(24.550000, 84.833330)"
Sheyang,Valid,L6,605,Fell,01/01/1976 12:00:00 AM,33.65,120.06667,"(33.650000, 120.066670)"
Shikarpur,Valid,L6,3679.7,Fell,01/01/1921 12:00:00 AM,25.85,87.5775,"(25.850000, 87.577500)"
Shuangyang,Valid,H5,3900,Fell,01/01/1971 12:00:00 AM,43.5,125.66667,"(43.500000, 125.666670)"
Shupiyan,Valid,H6,5000,Fell,01/01/1912 12:00:00 AM,33.71667,74.83333,"(33.716670, 74.833330)"
Shytal,Valid,L6,3200,Fell,01/01/1863 12:00:00 AM,24.33333,90.16667,"(24.333330, 90.166670)"
Siena,Valid,LL5,3700,Fell,01/01/1794 12:00:00 AM,43.11667,11.6,"(43.116670, 11.600000)"
Sikhote-Alin,Valid,"Iron, IIAB",23000000,Fell,01/01/1947 12:00:00 AM,46.16,134.65333,"(46.160000, 134.653330)"
Silao,Valid,H5,1710,Fell,01/01/1995 12:00:00 AM,20.93333,-101.38333,"(20.933330, -101.383330)"
Silistra,Valid,Achondrite-ung,0.15,Fell,01/01/1917 12:00:00 AM,44.11667,27.26667,"(44.116670, 27.266670)"
Simmern,Valid,H5,1222,Fell,01/01/1920 12:00:00 AM,49.98333,7.53333,"(49.983330, 7.533330)"
Sinai,Valid,L6,1455,Fell,01/01/1916 12:00:00 AM,30.9,32.48333,"(30.900000, 32.483330)"
Sindhri,Valid,H5,8400,Fell,01/01/1901 12:00:00 AM,26.21667,69.55,"(26.216670, 69.550000)"
Sinnai,Valid,H6,2000,Fell,01/01/1956 12:00:00 AM,39.3,9.2,"(39.300000, 9.200000)"
Sioux County,Valid,Eucrite-mmict,4100,Fell,01/01/1933 12:00:00 AM,42.58333,-103.66667,"(42.583330, -103.666670)"
Sitathali,Valid,H5,1600,Fell,01/01/1875 12:00:00 AM,20.91667,82.58333,"(20.916670, 82.583330)"
Sivas,Valid,H6,40000,Fell,01/01/1989 12:00:00 AM,39.82467,36.13583,"(39.824670, 36.135830)"
Sixiangkou,Valid,L5,630,Fell,01/01/1989 12:00:00 AM,32.43333,119.86667,"(32.433330, 119.866670)"
Ski,Valid,L6,850,Fell,01/01/1848 12:00:00 AM,59.73333,10.86667,"(59.733330, 10.866670)"
Slavetic,Valid,H5,1708,Fell,01/01/1868 12:00:00 AM,45.68333,15.6,"(45.683330, 15.600000)"
Slobodka,Valid,L4,2750,Fell,01/01/1818 12:00:00 AM,55,35,"(55.000000, 35.000000)"
Soheria,Valid,OC,72.9,Fell,01/01/1960 12:00:00 AM,27.13333,84.06667,"(27.133330, 84.066670)"
Soko-Banja,Valid,LL4,80000,Fell,01/01/1877 12:00:00 AM,43.66667,21.86667,"(43.666670, 21.866670)"
Sologne,Valid,H5,54,Fell,01/01/1860 12:00:00 AM,47.36667,1.73333,"(47.366670, 1.733330)"
Sołtmany,Valid,L6,1066,Fell,01/01/2011 12:00:00 AM,54.00883,22.005,"(54.008830, 22.005000)"
Sone,Valid,H5,17100,Fell,01/01/1866 12:00:00 AM,35.16667,135.33333,"(35.166670, 135.333330)"
Songyuan,Valid,L6,36900,Fell,01/01/1993 12:00:00 AM,45.25,125,"(45.250000, 125.000000)"
Sopot,Valid,OC,958,Fell,01/01/1927 12:00:00 AM,44.41667,23.5,"(44.416670, 23.500000)"
Soroti,Valid,"Iron, ungrouped",2050,Fell,01/01/1945 12:00:00 AM,1.7,33.63333,"(1.700000, 33.633330)"
St. Caprais-de-Quinsac,Valid,L6,360,Fell,01/01/1883 12:00:00 AM,44.75,0.05,"(44.750000, 0.050000)"
St. Christophe-la-Chartreuse,Valid,L6,5500,Fell,01/01/1841 12:00:00 AM,46.95,-1.5,"(46.950000, -1.500000)"
St. Denis Westrem,Valid,L6,700,Fell,01/01/1855 12:00:00 AM,51.05,3.75,"(51.050000, 3.750000)"
St. Germain-du-Pinel,Valid,H6,4000,Fell,01/01/1890 12:00:00 AM,48.01667,-1.15,"(48.016670, -1.150000)"
St. Louis,Valid,H4,1000,Fell,01/01/1950 12:00:00 AM,38.7,-90.23333,"(38.700000, -90.233330)"
St. Mark's,Valid,EH5,13780,Fell,01/01/1903 12:00:00 AM,-32.01667,27.41667,"(-32.016670, 27.416670)"
St. Mary's County,Valid,LL3.3,24.3,Fell,01/01/1919 12:00:00 AM,38.16667,-76.38333,"(38.166670, -76.383330)"
St. Mesmin,Valid,LL6,8300,Fell,01/01/1866 12:00:00 AM,48.45,3.93333,"(48.450000, 3.933330)"
St. Michel,Valid,L6,17000,Fell,01/01/1910 12:00:00 AM,61.65,27.2,"(61.650000, 27.200000)"
St.-Chinian,Valid,L6,134.3,Fell,01/01/1959 12:00:00 AM,43.43333,2.95,"(43.433330, 2.950000)"
Ställdalen,Valid,H5,34000,Fell,01/01/1876 12:00:00 AM,59.93333,14.95,"(59.933330, 14.950000)"
Stannern,Valid,Eucrite-mmict,52000,Fell,01/01/1808 12:00:00 AM,49.28333,15.56667,"(49.283330, 15.566670)"
Stavropol,Valid,L6,1500,Fell,01/01/1857 12:00:00 AM,45.05,41.98333,"(45.050000, 41.983330)"
Ste. Marguerite,Valid,H4,4960,Fell,01/01/1962 12:00:00 AM,50.76667,3,"(50.766670, 3.000000)"
Sterlitamak,Valid,"Iron, IIIAB",325000,Fell,01/01/1990 12:00:00 AM,53.66667,55.98333,"(53.666670, 55.983330)"
Stolzenau,Valid,Stone-uncl,,Fell,01/01/1647 12:00:00 AM,52.53333,9.05,"(52.533330, 9.050000)"
Stratford,Valid,L6,50,Fell,01/01/1974 12:00:00 AM,41.2,-73.13333,"(41.200000, -73.133330)"
Strathmore,Valid,L6,13400,Fell,01/01/1917 12:00:00 AM,56.58333,-3.25,"(56.583330, -3.250000)"
Stretchleigh,Valid,Stone-uncl,10400,Fell,01/01/1623 12:00:00 AM,50.38333,-3.95,"(50.383330, -3.950000)"
St-Robert,Valid,H5,25400,Fell,01/01/1994 12:00:00 AM,45.96861,-72.97806,"(45.968610, -72.978060)"
Success,Valid,L6,3500,Fell,01/01/1924 12:00:00 AM,36.48333,-90.66667,"(36.483330, -90.666670)"
Suchy Dul,Valid,L6,815.3,Fell,01/01/1969 12:00:00 AM,50.53806,16.26333,"(50.538060, 16.263330)"
Suizhou,Valid,L6,260000,Fell,01/01/1986 12:00:00 AM,31.61667,113.46667,"(31.616670, 113.466670)"
Sulagiri,Valid,LL6,110000,Fell,01/01/2008 12:00:00 AM,12.66667,78.03333,"(12.666670, 78.033330)"
Sultanpur,Valid,L/LL6,1710.5,Fell,01/01/1916 12:00:00 AM,25.93333,84.28333,"(25.933330, 84.283330)"
Sungach,Valid,H5,637,Fell,01/01/1935 12:00:00 AM,44.86667,133.16667,"(44.866670, 133.166670)"
Supuhee,Valid,H6,7235,Fell,01/01/1865 12:00:00 AM,26.71667,84.21667,"(26.716670, 84.216670)"
Sutter's Mill,Valid,C,992.5,Fell,01/01/2012 12:00:00 AM,38.80389,-120.90806,"(38.803890, -120.908060)"
Sylacauga,Valid,H4,5560,Fell,01/01/1954 12:00:00 AM,33.18836,-86.2945,"(33.188360, -86.294500)"
Tabor,Valid,H5,7540,Fell,01/01/1753 12:00:00 AM,49.4,14.65,"(49.400000, 14.650000)"
Tadjera,Valid,L5,9000,Fell,01/01/1867 12:00:00 AM,36.18333,5.41667,"(36.183330, 5.416670)"
Tagish Lake,Valid,C2-ung,10000,Fell,01/01/2000 12:00:00 AM,59.70444,-134.20139,"(59.704440, -134.201390)"
Tahara,Valid,H4/5,1000,Fell,01/01/1991 12:00:00 AM,34.72,137.305,"(34.720000, 137.305000)"
Takenouchi,Valid,H5,720,Fell,01/01/1880 12:00:00 AM,35.38333,134.9,"(35.383330, 134.900000)"
Talampaya,Valid,Eucrite-cm,1421,Fell,01/01/1995 12:00:00 AM,,,
Tambakwatu,Valid,L6,10500,Fell,01/01/1975 12:00:00 AM,-7.75,112.76667,"(-7.750000, 112.766670)"
Tamdakht,Valid,H5,100000,Fell,01/01/2008 12:00:00 AM,31.16333,-7.015,"(31.163330, -7.015000)"
Tané,Valid,L5,905,Fell,01/01/1918 12:00:00 AM,35.43333,136.23333,"(35.433330, 136.233330)"
Taonan,Valid,L5,3850,Fell,01/01/1965 12:00:00 AM,45.4,122.9,"(45.400000, 122.900000)"
Tatahouine,Valid,Diogenite,12000,Fell,01/01/1931 12:00:00 AM,32.95,10.41667,"(32.950000, 10.416670)"
Tathlith,Valid,L6,2500,Fell,01/01/1967 12:00:00 AM,19.38333,43.73333,"(19.383330, 43.733330)"
Tauk,Valid,L6,6000,Fell,01/01/1929 12:00:00 AM,35.13333,44.45,"(35.133330, 44.450000)"
Tauti,Valid,L6,21000,Fell,01/01/1937 12:00:00 AM,46.71667,23.5,"(46.716670, 23.500000)"
Tenham,Valid,L6,160000,Fell,01/01/1879 12:00:00 AM,-25.73333,142.95,"(-25.733330, 142.950000)"
Tennasilm,Valid,L4,28500,Fell,01/01/1872 12:00:00 AM,58.03333,26.95,"(58.033330, 26.950000)"
Thal,Valid,H6,342,Fell,01/01/1950 12:00:00 AM,33.4,70.6,"(33.400000, 70.600000)"
Thika,Valid,L6,14200,Fell,01/01/2011 12:00:00 AM,-1.00278,37.15028,"(-1.002780, 37.150280)"
Thuathe,Valid,H4/5,45300,Fell,01/01/2002 12:00:00 AM,-29.33333,27.58333,"(-29.333330, 27.583330)"
Tianzhang,Valid,H5,2232,Fell,01/01/1986 12:00:00 AM,32.94667,118.99,"(32.946670, 118.990000)"
Tieschitz,Valid,H/L3.6,28000,Fell,01/01/1878 12:00:00 AM,49.6,17.11667,"(49.600000, 17.116670)"
Tilden,Valid,L6,74800,Fell,01/01/1927 12:00:00 AM,38.2,-89.68333,"(38.200000, -89.683330)"
Tillaberi,Valid,L6,3000,Fell,01/01/1970 12:00:00 AM,14.25,1.53333,"(14.250000, 1.533330)"
Timochin,Valid,H5,65500,Fell,01/01/1807 12:00:00 AM,54.5,35.2,"(54.500000, 35.200000)"
Tirupati,Valid,H6,230,Fell,01/01/1934 12:00:00 AM,13.63333,79.41667,"(13.633330, 79.416670)"
Tissint,Valid,Martian (shergottite),7000,Fell,01/01/2011 12:00:00 AM,29.48195,-7.61123,"(29.481950, -7.611230)"
Tjabe,Valid,H6,20000,Fell,01/01/1869 12:00:00 AM,-7.08333,111.53333,"(-7.083330, 111.533330)"
Tjerebon,Valid,L5,16500,Fell,01/01/1922 12:00:00 AM,-6.66667,106.58333,"(-6.666670, 106.583330)"
Tomakovka,Valid,LL6,600,Fell,01/01/1905 12:00:00 AM,47.85,34.76667,"(47.850000, 34.766670)"
Tomatlan,Valid,H6,900,Fell,01/01/1879 12:00:00 AM,20.16667,-105.21667,"(20.166670, -105.216670)"
Tomita,Valid,L,600,Fell,01/01/1916 12:00:00 AM,34.5,133.75,"(34.500000, 133.750000)"
Tomiya,Valid,H4/5,27.5,Fell,01/01/1984 12:00:00 AM,38.36667,140.86556,"(38.366670, 140.865560)"
Tonk,Valid,CI1,7.7,Fell,01/01/1911 12:00:00 AM,24.65,76.86667,"(24.650000, 76.866670)"
Torino,Valid,H6,977,Fell,01/01/1988 12:00:00 AM,45.06667,7.66667,"(45.066670, 7.666670)"
Torrington,Valid,H6,259.1,Fell,01/01/1944 12:00:00 AM,42.06667,-104.16667,"(42.066670, -104.166670)"
Toulouse,Valid,H6,1030,Fell,01/01/1812 12:00:00 AM,43.6,1.4,"(43.600000, 1.400000)"
Tounkin,Valid,OC,2000,Fell,01/01/1824 12:00:00 AM,51.73333,102.53333,"(51.733330, 102.533330)"
Tourinnes-la-Grosse,Valid,L6,14500,Fell,01/01/1863 12:00:00 AM,50.78333,4.76667,"(50.783330, 4.766670)"
Trebbin,Valid,LL6,1250,Fell,01/01/1988 12:00:00 AM,52.21667,13.16667,"(52.216670, 13.166670)"
Trenzano,Valid,H3/4,11800,Fell,01/01/1856 12:00:00 AM,45.46667,10,"(45.466670, 10.000000)"
Treysa,Valid,"Iron, IIIAB-an",63000,Fell,01/01/1916 12:00:00 AM,50.91667,9.18333,"(50.916670, 9.183330)"
Tromøy,Valid,H,357.4,Fell,01/01/1950 12:00:00 AM,58.47333,8.86667,"(58.473330, 8.866670)"
Troup,Valid,L6,1020,Fell,01/01/1917 12:00:00 AM,32.16667,-95.1,"(32.166670, -95.100000)"
Trysil,Valid,L/LL6,640,Fell,01/01/1927 12:00:00 AM,61.3,12.3,"(61.300000, 12.300000)"
Tsukuba,Valid,H5-6,800,Fell,01/01/1996 12:00:00 AM,36.06333,140.145,"(36.063330, 140.145000)"
Tuan Tuc,Valid,L6,13100,Fell,01/01/1921 12:00:00 AM,9.66667,105.66667,"(9.666670, 105.666670)"
Tugalin-Bulen,Valid,H6,10000,Fell,01/01/1967 12:00:00 AM,45.46667,105.38333,"(45.466670, 105.383330)"
Tulung Dzong,Valid,Stone-uncl,,Fell,01/01/1944 12:00:00 AM,30,90.75,"(30.000000, 90.750000)"
Turtle Lake,Valid,L5,89.3,Fell,01/01/1996 12:00:00 AM,45.34583,-92.05167,"(45.345830, -92.051670)"
Tuxtuac,Valid,LL5,30000,Fell,01/01/1975 12:00:00 AM,21.66667,-103.36667,"(21.666670, -103.366670)"
Tysnes Island,Valid,H4,19860,Fell,01/01/1884 12:00:00 AM,60,5.61667,"(60.000000, 5.616670)"
Tyumen,Valid,Iron,750,Fell,01/01/1903 12:00:00 AM,57.16667,65.53333,"(57.166670, 65.533330)"
Uberaba,Valid,H5,40000,Fell,01/01/1903 12:00:00 AM,-19.81667,-48.78333,"(-19.816670, -48.783330)"
Ucera,Valid,H5,4590,Fell,01/01/1970 12:00:00 AM,11.05,-69.85,"(11.050000, -69.850000)"
Uchkuduk,Valid,L6,1000,Fell,01/01/1989 12:00:00 AM,41.76667,62.51667,"(41.766670, 62.516670)"
Udaipur,Valid,H3,2000,Fell,01/01/1976 12:00:00 AM,,,
Udei Station,Valid,"Iron, IAB-ung",103000,Fell,01/01/1927 12:00:00 AM,7.95,8.08333,"(7.950000, 8.083330)"
Uden,Valid,LL7,710,Fell,01/01/1840 12:00:00 AM,51.65,5.61667,"(51.650000, 5.616670)"
Udipi,Valid,H5,3600,Fell,01/01/1866 12:00:00 AM,13.48333,74.78333,"(13.483330, 74.783330)"
Ufana,Valid,EL6,189.2,Fell,01/01/1957 12:00:00 AM,-4.26667,35.35,"(-4.266670, 35.350000)"
Ulmiz,Valid,L,76.5,Fell,01/01/1926 12:00:00 AM,46.93333,7.21667,"(46.933330, 7.216670)"
Umbala,Valid,LL5,100,Fell,01/01/1822 12:00:00 AM,30.33333,76.33333,"(30.333330, 76.333330)"
Umm Ruaba,Valid,L5,1700,Fell,01/01/1966 12:00:00 AM,13.46667,31.21667,"(13.466670, 31.216670)"
Undulung,Valid,L4,113.4,Fell,01/01/1986 12:00:00 AM,66.13889,124.76667,"(66.138890, 124.766670)"
Varre-Sai,Valid,L5,2500,Fell,01/01/2010 12:00:00 AM,-20.85001,-41.73356,"(-20.850010, -41.733560)"
Vavilovka,Valid,LL6,1932,Fell,01/01/1876 12:00:00 AM,46.15,32.83333,"(46.150000, 32.833330)"
Vengerovo,Valid,H5,10800,Fell,01/01/1950 12:00:00 AM,56.13333,77.26667,"(56.133330, 77.266670)"
Veramin,Valid,Mesosiderite-B2,54000,Fell,01/01/1880 12:00:00 AM,35.33333,51.63333,"(35.333330, 51.633330)"
Verkhne Tschirskaia,Valid,H5,8000,Fell,01/01/1843 12:00:00 AM,48.41667,43.2,"(48.416670, 43.200000)"
Vernon County,Valid,H6,1500,Fell,01/01/1865 12:00:00 AM,43.5,-91.16667,"(43.500000, -91.166670)"
Vetluga,Valid,Eucrite-mmict,750,Fell,01/01/1949 12:00:00 AM,57.8,45.8,"(57.800000, 45.800000)"
Vigarano,Valid,CV3,15000,Fell,01/01/1910 12:00:00 AM,44.85,11.4,"(44.850000, 11.400000)"
Villalbeto de la Peña,Valid,L6,3500,Fell,01/01/2004 12:00:00 AM,42.8,-4.66667,"(42.800000, -4.666670)"
Villarrica,Valid,Stone-uncl,,Fell,01/01/1925 12:00:00 AM,-25.83333,-56.5,"(-25.833330, -56.500000)"
Vilna,Valid,L5,0.1,Fell,01/01/1967 12:00:00 AM,54.225,-111.69167,"(54.225000, -111.691670)"
Virba,Valid,L6,3600,Fell,01/01/1873 12:00:00 AM,43.53333,22.63333,"(43.533330, 22.633330)"
Vishnupur,Valid,LL4-6,2437,Fell,01/01/1906 12:00:00 AM,23.1,87.43333,"(23.100000, 87.433330)"
Vissannapeta,Valid,Eucrite-cm,1303.8,Fell,01/01/1997 12:00:00 AM,16.83333,80.75,"(16.833330, 80.750000)"
Visuni,Valid,H6,594,Fell,01/01/1915 12:00:00 AM,25.45,70,"(25.450000, 70.000000)"
Vouillé,Valid,L6,20000,Fell,01/01/1831 12:00:00 AM,46.63333,0.16667,"(46.633330, 0.166670)"
Walters,Valid,L6,28100,Fell,01/01/1946 12:00:00 AM,34.33333,-98.3,"(34.333330, -98.300000)"
Warrenton,Valid,CO3.7,1600,Fell,01/01/1877 12:00:00 AM,38.68333,-91.15,"(38.683330, -91.150000)"
Washougal,Valid,Howardite,225,Fell,01/01/1939 12:00:00 AM,45.58333,-122.35,"(45.583330, -122.350000)"
Wittekrantz,Valid,L5,2200,Fell,01/01/1880 12:00:00 AM,-32.5,23,"(-32.500000, 23.000000)"
Wolamo,Valid,OC,166.4,Fell,01/01/1964 12:00:00 AM,9,39,"(9.000000, 39.000000)"
Wold Cottage,Valid,L6,25000,Fell,01/01/1795 12:00:00 AM,54.13667,-0.41333,"(54.136670, -0.413330)"
Woolgorong,Valid,L6,36000,Fell,01/01/1960 12:00:00 AM,-27.75,115.83333,"(-27.750000, 115.833330)"
Worden,Valid,L5,1551,Fell,01/01/1997 12:00:00 AM,42.38467,-83.6115,"(42.384670, -83.611500)"
Queen Alexandra Range 97331,Valid,L5,36.7,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97332,Valid,LL5,36.5,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97333,Valid,LL5,11.5,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97334,Valid,LL5,43.5,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97335,Valid,LL5,9.7,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97336,Valid,LL5,1.9,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97337,Valid,L6,16.7,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97338,Valid,L6,23,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97339,Valid,LL5,7.5,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97340,Valid,LL5,9.7,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97341,Valid,LL5,21.7,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97342,Valid,H5,177,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97343,Valid,H5,76.2,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97344,Valid,LL5,31.9,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97345,Valid,LL5,40.8,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97346,Valid,L6,130.2,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 97347,Valid,L6,98,Found,01/01/1997 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
